Headline,Label
Seventy percent of the people living in abject poverty are women.,0
Heres something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.,0
When youre white ... you dont know what its like to be poor.,0
Nobodys addicted to marijuana.,0
Says Gov. Scott Walker took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.,0
The federal government can cut all of the non-military discretionary spending and not balance the budget.,1
"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.",1
On bipartisan redistricting.,0
"Says Keene, N.H., requested a military-grade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists.",1
President Barack Obama had the legal authority to strike Syria without a vote from Congress.,1
Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,0
"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.",0
Barack Obama has consistently voted against tougher penalties for criminals.,0
Florida is one of only three states that require licenses for commercial interior designers.,1
"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.",0
"Rick Scott has destroyed over 100,000 jobs.",0
"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.",1
"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",1
"Says Texas gained 21,000 doctors due to tort reform.",0
Most private sector jobs in the history of Buffalo exist in Buffalo today,1
Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,1
The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.,0
"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.",1
Says that he did not exactly say that communities have the right to ban mosques.,0
"George Allen had 40,000 earmarks while he was a senator.",0
He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,1
There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,1
The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.,0
"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president.",0
The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,1
"I differed with my party on business legislation, on consumer protection, and on free trade agreements.",0
"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",1
One-third of the gasoline is purchased by out-of-state people in Virginia,0
The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,1
"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race.",1
"In the last year, Wisconsin ranked third in Midwest job growth.",0
"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.",1
"Says President Barack Obama has put (up) a stop sign against oil drilling, against any kind of exploration offshore or in Alaska.",0
Says Jeb Bush flip-flop-flip(ped) on immigration.,1
"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.",1
"Says that three of these five Republicans -- Ben Westlund, Rob Patridge, Max Williams, Lane Shetterly, Lynn Lundquist -- later became Democrats.",0
The crime decline in the United States would be fairly small if it wasn't for the crime decline in New York City.,0
"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.",1
Glen Sturtevant is against smaller class sizes.,0
"President Obamas proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions.",1
"I have never asked for a single earmark, pork barrel project for my state of Arizona.",0
Photo ID is not required for those who vote by mail.,1
Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years.,0
"In every poll, John Cornyn always loses to any conservative the voters have heard about.",0
"In Wisconsin, deaths from domestic violence are at the highest in 10 years.",1
"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",0
"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",1
The proposed transportation bill could be the largest tax increase in Georgia history.,1
The 2009 stimulus bill failed to get people back to work.,0
"Actually, Reagan was a Democrat before he was a Republican.",1
We can save $125 billion in simply not giving out money to Medicare recipients that dont exist for procedures that didnt happen.,0
The University of Wisconsin System will be much more affordable than just about any other campus in America because going forward we have a cap on it tied to inflation.,0
On immigration reform,1
Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.,1
Says Oregon is one of only three states that allow the use of gillnets on inland waters.,0
I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,1
"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",1
"The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.",0
Says iPads and iPhones are built in the United States of America.,0
"Dubious taxpayer-funded stimulus projects in Rhode Island include $250,000 to provide digital television to the states inmate population.",0
I never called for a partition of Iraq.,1
"In the history department at the University of Texas, out of 50 registered voters, only one is a Republican.",0
Said Republicans made historic gains in state legislatures during last months election,1
New Jerseys citizens are working at the highest rate in three years.,0
"Says Oregons high minimum wage is the reason why by 2011, Oregons restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the states minimum wage began rising above the federal level in 1997.",0
The president of the United States ... agrees with me that marriage should be between a man and a woman.,1
The Climatic Research Unit e-mails show that the science behind climate change has been pretty well debunked.,0
Says PPS employees have paid their own PERS contributions for many years.,1
Says Alex Sinks plans for governor include $12.5 billion in new spending.,0
Seventy percent of all uninsured live in households in which at least one person is working.,1
Recent data showed Nevada ranks 50th in the money received from the stimulus bill.,0
Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.,1
The numbers of people that support Obamacare and like it have been steadily dropping.,0
"The region I represent, both currently and in the future, has more automotive plants than the entire state of California.",1
Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,1
"When Obama was interviewed by American reporters in Asia, ""Not one of them asked me about Asia. Not one of them asked me about the economy.""",0
A majority of Wisconsinites opposed the government takeover of health care. But Russ Feingold voted for it anyway.,0
Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.,0
"Gas prices have never been higher, and Exxon Mobil's profits have never been higher.",0
Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.,1
Did not vote for tax increases as a member of the West Miami City Commission.,0
Birth control pioneer Margaret Sanger believed that people like me should be eliminated.,0
"One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature.",0
"In the past 27 months, President Barack Obama has created more private-sector jobs than in the Reagan recovery.",0
States with the highest gun ownership rates also have the highest suicide rates.,1
I don't do earmarks. I've never done one. I'm not going to do one.,1
The governor having a meeting ... isnt covered by the open meetings act.,1
"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China.",0
Says 94 percent of (Marco Rubios) constituents support a universal background check.,1
Nobody has ever escaped from one of our federal 'supermax' prisons.,1
"The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit.",0
"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""",1
Animal abuse is often an indicative trait of future acts of violence against humans.,1
"Says that all those who do not answer directly to the president, theyve said (repealing Dont Ask, Dont Tell) is a terrible idea.",0
There has not been a Democratic woman in Congress from New Jersey in almost four decades.,1
The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.,1
"Six of the 10 richest counties in the United States surround Washington, D.C.",1
"About halfway through fiscal year 2009, Washington has run out of money.",1
Says shes tried over 100 jury cases in Travis County courts.,0
The average age of members of the House of Representatives is 57 years old.,1
Says Panasonic stayed in New Jersey because of the Business Retention and Relocation Assistance Grant (BRRAG) program.,0
"Most federal employees do not have collective bargaining for benefits, nor for pay.",1
On offshore oil drilling.,1
"You have to be a citizen to vote, but with same-day voter registration, you have places where people just walk in and vote.",0
Rhode Island continues to have the highest rates of substance abuse in the country.,1
Obama has jumped the shark and ordered the ocean closed!,0
"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.",0
"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.",1
Says Barack Obama has added $16 trillion to the national debt.,0
"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.",1
Hillary Clinton is for open borders.,0
On the president unilaterally authorizing a military attack that does not involve stopping an actual or imminent threat to the nation.,0
"In some of the states in the U.S., homosexuality remains a felony.",0
Says his tax plan wouldnt leave the federal government with a $1.1 trillion hole.,0
"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.",0
I actually started criticizing the war in Iraq before (Obama) did.,0
The health insurance plan that (members of Congress) have is no different than any other federal employees in the United States government.,1
"Georgia has the most restrictive ballot access laws in the country.	elections	mary-n			independent	0	0	0	0	0	a television interview
3666.json	false	On whether the federal debt limit should be raised	federal-budget	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with George Stephanopoulos
4608.json	half-true	When George W. Bush was governor of Texas, the percentage uninsured went down. Under his successor, Rick Perry, its gone up.	children,health-care,new-hampshire-2012	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Republicam debate in Hanover, N.H.
11023.json	false	Says his book,The Art of the Deal,is the No. 1 selling business book of all time.	candidates-biography,job-accomplishments	donald-trump	President-Elect	New York	republican	63	114	51	37	61	remarks on CNN.
2096.json	half-true	Democrats in the 1930s wanted President Franklin Roosevelt to be more conservative.	history,pundits,abc-news-week	george-will	Columnist	Maryland	columnist	7	6	3	5	1	a roundtable discussion on ABC's This Week
12853.json	true	Says Danny Tarkanian wants to defund Planned Parenthood and would outlaw a womans right to choose, even in cases of rape or incest.	abortion	jacky-rosen		Nevada	democrat	0	0	0	0	0	a press release.
12670.json	pants-fire	Condemning violence against the police and urging support for the police is markedly absent from President Barack Obamas public remarks.	criminal-justice	william-johnson			organization	0	0	0	0	1	an interview on Fox News
1508.json	half-true	Florida leads the nation in elected officials charged with crimes.""",1
Sherrod Brown has voted with Barack Obama 95 percent of the time.,1
"Says Sidney Blumenthal wrote that the Benghazi attack was almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya.",0
Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that theyre going forward with has more than a $5 trillion in debt in it over the next five years.,1
Were bankrupt.,0
Russ Feingold got a memo in 2009 that outlined veteran harm at a Wisconsin VA facility and nothing was done.,0
Says she is saving ratepayers $6 million/year.,0
Says recall organizers started their website last November and began work on their effort before he even took office.,0
Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,1
Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,1
As long as I have served . . . This is the first time every single solitary decision has required 60 senators.,0
The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,1
"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""",1
A couple of hundred American cities are infested by members of the Mexican cartels.,1
50 percentof murders in Texas have been linked to illegal aliens.,0
"Among Syrian refugees and migrants coming into Europe, there look like very few women. Very few children.",0
Senator Robert Hurt voted for a bill thats raised your electric rates seven times.,0
Says legislative debate of airport pat-down procedures initiated federal changes in security procedures.,0
Says Hillary Clinton aide Huma Abedin has ties to the Muslim Brotherhood.,0
"Decorated Marine, two-tour Iraq war vet.",1
"If you make more than $250,000 a year you only really take home about $125,000.",0
"The Doherty Campaign, unlike the Cicilline Campaign, is funded mostly by individual donors -- not the big PACs that Cicilline relies on.",0
The president and vice president cant be from the same state.,0
I campaigned on (the proposals in the budget repair bill for Wisconsin) all throughout the election. Anybody who says they are shocked on this has been asleep for the past two years.,0
"[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.",1
Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.,0
"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.",1
"If we use (Tax Increment Financing) funding, thats going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.",0
Illegal counterfeiting and piracy costs the U.S. economy $100 billion... every year.,0
"Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.",1
Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012.,0
"Since the stimulus package was passed, Ohios lost over 100,000 more jobs.",1
"When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.",0
Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,1
Say Apples Tim Cook will not do business with Indiana.,0
GDP was zero essentially for the last two quarters.,0
"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.",1
The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.,0
"Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has already been recalled.",0
"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",1
Most state employees did not receive any pay raise from 2009 to 2012.,1
"An organized crime syndicate was extorting money from his (Tom Ganleys) business, threatening his family, but he fought back and won the FBIs highest civilian award",1
"Since 2009, Georgias public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.",1
On privatization of Social Security.,0
Says U.S. Senate candidate Tommy Thompson supports a plan for privatizing Social Security.,0
The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons.,0
Were already bombing seven countries.,1
Says 67 percent of marriages now wind up in divorce.,0
Russ Feingold has not worked anywhere outside of politics.,0
Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,1
"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",0
"Scott Walker has even removed the 250,000 jobs promise from his website.",0
The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws.,0
Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.,1
Ive taken on the federal government and won.,1
Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,0
Wisconsins non-discrimination law doesnt protect members of the trans-gender community.,1
"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin.",1
"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",0
"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.",1
The payday loan industry does not exist in a state like Minnesota.,0
"Hillary Clinton ""has the only health care plan that covers every American.""",1
"In 40 years of broadcast, I have never endorsed any candidate.",1
"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.",0
The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.,0
Georgia has more illegal aliens than the state of Arizona.,1
"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",1
On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.,0
"The omnibus spending bill has 9,427 pork barrel items.",1
The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.,0
Almost 1 million children ... have no health insurance in this state.,1
Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,0
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,0
"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.",0
"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again.",0
"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth.",1
Marijuana is less addictive than both alcohol and tobacco.,1
Pam Bondi refuses to take a position on the gay-adoption ban.,0
"The Iraq war has been ""our longest war.""",0
"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline.",0
Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare.,0
California is home to the largest death row populationin the Western Hemisphere.,1
Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.,0
"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges.",1
Repealing the health care law would save $95 billion in 2016.,0
A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,1
"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded.""",1
"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years...",1
Says the state budget includes spending on commercials for Fortune 500 companies.,1
"Says high-speed rail would have created 60,000 jobs.",0
"Health insurance premiums ""have almost doubled ... since 2000.""",1
Dolphins are rapists. Look it up.,0
Proposed federal regulations would affect every streetsign in the country,1
"Scott Maddox is a ""lobbyist.""",1
"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",1
"The National Science Foundation awarded $700,000 to fund a climate change musical.",1
Says that as Wisconsin governor he never raised taxes.,0
"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state.",1
Why didnt (uninsured Americans) buy insurance? Because of the expense.,1
Says Charlie Crist voted against minimum wage when he was in the Senate.,0
I have disagreed strongly with the Bush administration on this issue of global warming.,1
Says taxes paid by the poorest residents of Texas are above the national average.,1
Obamacare already has caused millions of hardworking Virginians to lose their health insurance.,0
More Tennesseans have hunting and fishing licenses than vote.,0
American troops have never been under the formal control of another nation.,0
"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time.",0
"We continue to see these isolated incidents of people trying to vote five, six times a day.",0
Seven of the 10 highest-income counties in the country ring the city of Washington D.C.,1
I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.,0
Says Texas is last in workers compensation coverage.,1
Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states.,0
"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",1
"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",1
On opposing any and all efforts to increase taxes.,0
Homosexual behavior cuts your lifeby about 20 years.,0
The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior.,0
"If youre from Syria and youre a Christian, you cannot come into this country as a refugee.",0
One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,1
Millionaires working side by side with George Soros are bankrolling (John Kasichs) super PAC.,0
Ive even cut my own salary -- twice.,1
Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.,1
We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.,1
"In the weekend after the terrorist attacks in Paris, the White House said this couldnt happen in the United States. ISIS couldnt reach us here.",0
"In 2001 and 02 . . . we had the pension system funded at (the)100% level in that year, and we did for two years at that point.",0
Mitt Romney ... gave you government health care that is now bankrupting the state of Massachusetts.,0
"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",1
The only time government employment has gone down during a recession has been under me.,0
"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long.",1
Says he cut taxes by more than $600 million when he wasgovernor.,1
Says Marco Rubio voted against the bipartisan Violence Against Women Act.,1
Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road.,0
"In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.",0
"Clinton ""refused repeated requests to meet with the Gold Star Mothers.""",0
On a balanced budget amendment.,0
McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh.,0
Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.,1
There have been 30 published polls in this election cycle and Harry Reids been trailing in every single one.,0
"Historically, Senate ratification of arms control treaties has been bipartisan.",1
Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants.,0
Our rainy day fund has gone from 89 cents to $240 million.,1
The 2009-11 state budget that Democrats approved left Wisconsin taxpayers $3.6 billion in debt.,0
Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.,1
"Says in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.",1
"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",1
Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,1
(My dad) used to campaign against the gas-guzzling dinosaurs.,1
Job creation has gotten worse each year that Scott Walker has been governor.,0
"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",1
We now have the greatest income inequality since the Great Depression.,1
"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.",0
Says Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms.,0
"Gov. Rick Scott tried to kick 180,000 people off the voter rolls.",0
The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent.,0
On abortion.,0
Says the 3C Corridor train would have taken an hour and 15 minutes longer to carry passengers across Ohio than it would have taken on a New York Central train in 1935.,1
The government will go out and buy my breast pump for my babies.,0
"Palin said stimulus money for weatherization required ""universal energy building codes for Alaska, kind of a one-size-fits-all building code that isn't going to work up there in Alaska.""",0
"Says Republican U.S. Senate candidate Ted Cruz opposes the DREAM Act, which is supported by 85% of Latinos.",1
I am a candidate. I have not withdrawn.,1
The majority support (raising) the minimum wage.,1
Says President Barack Obama has not proposed one thing that would change the fact that Warren Buffett pays a lower tax rate than his secretary.,0
"300,000 Floridians have lost their health insurance as a result of Obamacare.",0
Says Mitt Romney had millions in a Swiss bank account.,1
The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,1
The DREAM Act the would give amnesty to over two million illegal aliens.,0
"For four years, we balanced the budget and paid off $405 billion in debt.",0
Science is very certain that the measles vaccine doesnt cause autism.,1
A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.,1
Kip Kinkel and Clackamas Town Center shootings both where citizen with gun stopped the crime,0
Not a single unarmed white person has been shot by the police in New York in about 45 years.,0
The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,1
Oregon leads the nation in number of jobs per capita in manufacturing.,0
"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",0
"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.",1
The Libertarian Party is the third-largest political party in the U.S.,0
New Glarus Brewing Co.s Spotted Cow is available only in Wisconsin.,1
"All legislative mail, from the content to the timing, is approved by the speakers office.",0
"Were above 800 million Muslims radicalized, more than half the Muslims on Earth Thats not a minority. Thats now a majority.",0
If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.,1
Seth Magaziner plans to spend billions more of your money.,0
Virginias educational level among whites is higher than Georgias.,1
Says the Donald J.Trump Foundations money is his money.,0
Its been nearly three weeks since the president has commented on questions about possible hidden wait lists at veterans hospitals.,1
On allowing Shelby Countys schools merger commission to finish work before allowing any new merger legislation.,0
The Republicans just voted last year to end Medicare.,0
"Under Hosni Mubaraks rule, Egypt received more American dollars than any country besides Israel.",1
Says the typical homeowner will pay $4 more per month if library district passes.,1
Probably less than 4 percent of Wisconsin residents are enjoying the subsidies from Obamacare.,1
"Every other democracy in the world has a health care system that covers everybody, and we don't.",0
"Says Tom Nelson backed higher taxes on Social Security, costing Wisconsin seniors $95 million.",0
"On the last night of the General Assembly, by 11 oclock 95 to 98 percent of the business was done. So we really didnt have that late-night session. We were just holding on one bill.",0
Says Donald Trump always pays his bills promptly.,0
One would have to go back more than a century to find a scenario where a presidents nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.,1
More than three women per day lose their lives at the hands of their partners.,1
"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires.",0
"Says Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.",1
Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.,1
Paula Deen supported and campaigned for Barack Obama.,0
"In Virginia, Medicaid has grown by 1,600 percent in the last 30 years.",1
"If Austin voters reject Proposition 1, a completely new City-run criminal background check process will cost millions in processing fees, additional staff, and bureaucracy with taxpayers getting the bill.",0
Bill Nelson voted for higher taxes 150 times.,0
We have the fourth highest in-state tuition for public universities in the country.,1
Says Debo Adegbile was nominated to serve as a judge on the U.S. Circuit Court of Appeals and was abruptly withdrawn by the administration.,0
"Pls refer to Jan.1 tax changes appropriately: theyre OBAMA TAX HIKES theyll slam every Americans savings, investments job opportunity",0
"Says Paul Workman voted in the Democrat primary, supporting Democrats with his vote.",1
"As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted.",1
Forty-seven percent of Americans pay no income tax.,1
Macys sent a letter to Rick Perry urging him to veto equal pay bill.,1
Says Mitt Romney would deny gay people the right to adopt children.,0
"In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.",0
On protecting Social Security benefits and changing the retirement age.,0
"Legally, it doesnt make any difference which state district you live in when running for Congress.",1
Baseball and insurance are the only industries exempt from antitrust laws.,0
The health care law includes tort reform.,0
Says women care most about jobs and the economy,1
McCain tells of a fellow Vietnam POW who was beaten for fashioning an American flag that became an inspirational symbol to fellow POWs.,1
"New Jersey alone, my home state, is facing a ten-and-a-half billion dollar shortfall in its 2012 fiscal budget. This means more cuts in state and local spending for education, which means our kids are hurt.",0
"Says that as president, Barack Obama has not gone to the Texas-Mexico border",0
Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.,0
Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.,1
A recent report from the presidents deficit commission was completely empty on controlling health care costs.,0
"New financial regulation ""actually guarantees future bailouts of Wall Street banks.""",0
Rick Scott's even saying he wants more offshore drilling.,1
Says more Austinites voted in the citys 1973 election featuring a mayors race than in the citys most recent mayoral election.,1
"Cancer and matters to do with kidney failure kill more people in Kenya today than malaria, tuberculosis and AIDS combined.",0
Rhode Islands teen binge drinking rate is double the national average.,0
Demand for public transportation is reaching record levels in Wisconsin.,0
Says Many people Ive talked to are angry that because of City Hall inaction we may have to spend a needless $500 million to cover and treat our pure drinking water.,0
"The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.",0
The majority of Austinites rent the places they live.,1
"When Moammar Gadhafi was set to visit the United Nations, and no one would let him stay in New York, Trump allowed Gadhafi to set up an elaborate tent at his Westchester County (New York) estate.",1
"Weve seen in this last year tremendous things happening, including our unemployment rate come down 2 percentage points.",0
Forty-seven percent of (members of Congress) are millionaires.,1
New England already has access to ample supplies of natural gas.,1
Says a question about his financial skills at the CNBC debate included discredited attacks from Democrats and my political opponents.,0
Today there are more men and women out of work in America than there are people working in Canada.,0
Iraq is costing each household about $100 a month.,1
"Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey.",0
Crime in Atlanta is down 18 percent since 2009.,1
Obama said (the individual mandate) wasnt a tax.,1
Supreme Court nominee Merrick Garland voted to uphold D.C.s ban on handguns.,0
